NroTrx;customerid;total;useragentbrowser;useragentoperatingsystem;useragentdevice;diasem
P000500;34387;172.5;Mobile Safari;iOS;iPhone;Lun
P000501;34388;86.2;Chrome;Windows;other;Lun
P000502;34390;68;Facebook;Android;LG;Lun
P000503;34382;51.6;Facebook;Android;Samsung;Lun
P000504;34385;107.9;Chrome;Windows;other;Lun
P000505;34391;75.6;Facebook;Android;other;Lun
P000506;34393;82;Mobile Safari;iOS;iPhone;Lun
P000507;34397;156.5;Chrome;Windows;other;Lun
P000508;34403;91;Mobile Safari;iOS;iPhone;Lun
P000509;34383;93.5;Safari;Mac OS X;other;Lun
P000510;33985;74;Mobile Safari;iOS;iPhone;Lun
P000511;34402;59.5;Chrome Mobile;Android;other;Lun
P000512;34394;133.5;Chrome;Windows;other;Lun
P000513;34410;126.5;Safari;Mac OS X;other;Lun
P000514;34406;106;Chrome Mobile;Android;other;Lun
P000515;34413;130.1;Chrome Mobile;Android;other;Lun
P000516;34404;70.2;Chrome Mobile;Android;other;Lun
P000517;34405;97;Chrome Mobile;Android;other;Lun
P000518;34372;97.3;Mobile Safari;WKWebView;iOS;Lun
P000519;34213;59.6;Safari;Mac OS X;other;Lun
P000520;34412;87;Chrome;Windows;other;Lun
P000521;34416;103.5;Chrome;Windows;other;Lun
P000522;34419;86.5;Samsung Internet;Android;Samsung;Lun
P000523;34426;67.7;Chrome;Windows;other;Lun
P000524;34396;94.5;Mobile Safari;iOS;iPad;Lun
P000525;34407;62;Chrome Mobile;Android;LG;Lun
P000526;34421;216.9;Chrome;Windows;other;Lun
P000527;34431;96.8;Samsung Internet;Android;Samsung;Lun
P000528;34423;100.5;Chrome Mobile;Android;other;Lun
P000529;34264;51.6;Facebook;Android;other;Lun
P000530;34429;122.4;Chrome;Windows;other;Lun
P000531;34439;92.3;Mobile Safari;iOS;iPhone;Lun
P000532;34447;183.3;Mobile Safari;iOS;iPhone;Lun
P000533;34441;127;Chrome;Windows;other;Lun
P000534;34448;97.7;Chrome;Windows;other;Lun
P000535;34440;50.5;Chrome;Windows;other;Lun
P000536;34455;57;Chrome Mobile;Android;other;Lun
P000537;34454;64;Chrome;Windows;other;Lun
P000538;34456;92.2;Chrome Mobile;Android;other;Lun
P000539;34460;51.3;Chrome;Windows;other;Lun
P000540;33915;70;Chrome Mobile iOS;iOS;iPhone;Lun
P000541;34462;66.2;Facebook;Android;Samsung;Lun
P000542;34453;175.6;Chrome;Windows;other;Lun
P000543;34452;55.5;Samsung Internet;Android;Samsung;Lun
P000544;34451;131.4;Mobile Safari;iOS;iPhone;Lun
P000545;34466;57.1;Chrome;Mac OS X;other;Lun
P000546;34427;109;Chrome;Windows;other;Lun
P000547;34469;100.5;Chrome;Chrome OS;other;Lun
P000548;34467;51.3;Mobile Safari;iOS;iPhone;Lun
P000549;34470;73;Samsung Internet;Android;Samsung;Lun
P000550;34463;57;Chrome Mobile;Android;other;Lun
P000551;34476;79.1;Chrome Mobile iOS;iOS;iPhone;Lun
P000552;34480;277.4;Chrome;Windows;other;Lun
P000553;34168;58.5;Chrome;Windows;other;Lun
P000554;34306;51;Facebook;Android;other;Lun
P000555;34490;51.2;Facebook;Android;other;Lun
P000556;34483;56.4;Mobile Safari;WKWebView;iOS;Lun
P000557;34491;84;Mobile Safari;iOS;iPhone;Lun
P000558;34485;91.6;Chrome;Windows;other;Lun
P000559;34465;59;Chrome Mobile;Android;other;Lun
P000560;34485;84.3;Chrome;Windows;other;Lun
P000561;34251;59.5;Safari;Mac OS X;other;Lun
P000562;34494;56.8;Chrome Mobile;Android;other;Lun
P000563;34493;85.5;Chrome;Mac OS X;other;Lun
P000564;33851;53.2;Chrome Mobile;Android;other;Lun
P000565;34501;121.5;Chrome;Windows;other;Lun
P000566;34468;103;Mobile Safari;iOS;iPhone;Lun
P000567;34507;78;Mobile Safari;WKWebView;iOS;Lun
P000568;34461;53.7;Chrome;Windows;other;Lun
P000569;34465;59;Chrome Mobile;Android;other;Lun
P000570;34502;113;Firefox Mobile;Android;other;Lun
P000571;34487;136;Facebook;Android;XiaoMi;Lun
P000572;34513;103;Mobile Safari;iOS;iPhone;Lun
P000573;34510;56.5;Mobile Safari;iOS;iPhone;Lun
P000574;34508;51.3;Safari;Mac OS X;other;Lun
P000575;34401;52;Chrome;Windows;other;Lun
P000576;34512;55;Chrome;Windows;other;Lun
P000577;33915;97;Chrome Mobile iOS;iOS;iPhone;Lun
P000578;33898;67;Chrome;Windows;other;Lun
P000579;34515;292;Mobile Safari;iOS;iPhone;Lun
P000580;34516;83;Mobile Safari;iOS;iPhone;Lun
P000581;34513;148;Mobile Safari;iOS;iPhone;Lun
P000582;34518;62.5;Chrome Mobile;Android;other;Lun
P000583;34492;65;Chrome Mobile;Android;other;Lun
P000584;34511;155;Chrome Mobile iOS;iOS;iPad;Lun
P000585;34484;91;Facebook;Android;Samsung;Lun
P000586;34521;136;Mobile Safari;iOS;iPhone;Lun
P000587;34520;61;Facebook;Android;Samsung;Lun
P000588;34459;117.2;Chrome;Mac OS X;other;Lun
P000589;34523;149.8;Chrome Mobile;Android;other;Lun
P000590;34525;102;Mobile Safari;iOS;iPhone;Lun
P000591;34522;59.5;Mobile Safari;iOS;iPhone;Lun
P000592;34527;107;Mobile Safari;iOS;iPhone;Lun
P000593;34531;67;Chrome Mobile;Android;other;Lun
P000594;34529;67.7;Facebook;Android;other;Lun
P000595;34530;56;Chrome;Windows;other;Lun
P000596;34533;54.6;Firefox;Windows;other;Lun
P000597;34540;54;Mobile Safari;iOS;iPhone;Lun
P000598;34366;90;Mobile Safari;WKWebView;iOS;Lun
P000599;34534;59;Mobile Safari;iOS;iPhone;Lun
P000600;34543;95.4;Mobile Safari;iOS;iPhone;Lun
P000601;34538;128.1;Mobile Safari;iOS;iPad;Lun
P000602;34550;101.5;Mobile Safari;WKWebView;iOS;Lun
P000603;34528;224;Firefox;Windows;other;Lun
P000604;34556;65.6;Chrome Mobile;Android;other;Lun
P000605;34553;55.5;Facebook;Android;Samsung;Lun
P000606;34561;89;Chrome;Windows;other;Lun
P000607;34556;83.6;Chrome Mobile;Android;other;Lun
P000608;34562;89;Chrome;Windows;other;Lun
P000609;34560;55;Chrome;Windows;other;Lun
P000610;34559;150;Chrome;Windows;other;Lun
P000611;34572;59.5;Mobile Safari;WKWebView;iOS;Lun
P000612;34570;82.6;Mobile Safari;iOS;iPhone;Lun
P000613;34582;59.5;Chrome Mobile;Android;other;Lun
P000614;34549;78.6;Chrome Mobile;Android;other;Lun
P000615;34580;181;Mobile Safari;WKWebView;iOS;Lun
P000616;34578;62;Facebook;Android;other;Lun
P000617;34579;53;Chrome Mobile;Android;other;Lun
P000618;34585;79.3;Facebook;Android;Samsung;Lun
P000619;34583;94.2;Chrome Mobile;Android;other;Lun
P000620;34586;62.1;Chrome Mobile;Android;other;Lun
P000621;34594;118.7;Mobile Safari;WKWebView;iOS;Lun
P000622;34592;53.8;Chrome;Windows;other;Lun
P000623;34595;109;Chrome;Mac OS X;other;Lun
P000624;34605;119.4;Facebook;Android;XiaoMi;Mar
P000625;34606;95;Chrome;Windows;other;Mar
P000626;34610;72.5;Chrome Mobile;Android;other;Mar
P000627;34611;127;Chrome;Windows;other;Mar
P000628;34616;68.1;Mobile Safari;iOS;iPhone;Mar
P000629;34624;175.9;Chrome;Windows;other;Mar
P000630;34627;51.2;Chrome Mobile;Android;other;Mar
P000631;34625;54.5;Mobile Safari;iOS;iPhone;Mar
P000632;33875;127.5;Chrome;Windows;other;Mar
P000633;34628;95.5;Mobile Safari;iOS;iPhone;Mar
P000634;34629;53.8;Chrome;Windows;other;Mar
P000635;34634;190.1;Samsung Internet;Android;Samsung;Mar
P000636;34642;88.3;Mobile Safari;iOS;iPhone;Mar
P000637;34639;154.6;Chrome Mobile;Android;other;Mar
P000638;34644;90;Facebook;Android;Samsung;Mar
P000639;34646;88;Chrome Mobile;Android;other;Mar
P000640;34648;112.1;Samsung Internet;Android;Samsung;Mar
P000641;34647;136;Chrome;Windows;other;Mar
P000642;34654;73;Mobile Safari;iOS;iPhone;Mar
P000643;34656;109.5;Chrome Mobile;Android;other;Mar
P000644;34657;79.5;Chrome;Windows;other;Mar
P000645;34655;170;Mobile Safari;iOS;iPhone;Mar
P000646;34663;53.5;Mobile Safari;WKWebView;iOS;Mar
P000647;34638;90;Mobile Safari;iOS;iPhone;Mar
P000648;34658;127;Mobile Safari;iOS;iPhone;Mar
P000649;34664;73;Chrome Mobile;Android;other;Mar
P000650;34660;97;Mobile Safari;iOS;iPhone;Mar
P000651;34668;116.2;Chrome Mobile;Android;other;Mar
P000652;34667;53.6;Chrome Mobile;Android;other;Mar
P000653;34666;51.8;Chrome Mobile;Android;other;Mar
P000654;34672;60.3;Chrome Mobile;Android;other;Mar
P000655;34677;78.8;Chrome Mobile;Android;other;Mar
P000656;34679;135.2;Mobile Safari;iOS;iPhone;Mar
P000657;34676;94;Chrome Mobile;Android;other;Mar
P000658;34678;110.5;Mobile Safari;iOS;iPhone;Mar
P000659;34680;94.7;Chrome;Windows;other;Mar
P000660;34669;96.3;Chrome Mobile;Android;other;Mar
P000661;34684;129;Chrome Mobile iOS;iOS;iPhone;Mar
P000662;34542;100;Mobile Safari;iOS;iPhone;Mar
P000663;34681;73.5;Firefox;Windows;other;Mar
P000664;34685;108;Chrome;Windows;other;Mar
P000665;34687;56.9;Mobile Safari;iOS;iPhone;Mar
P000666;34692;93;Mobile Safari;iOS;iPhone;Mar
P000667;34689;118.4;Chrome Mobile;Android;other;Mar
P000668;34690;80.3;Samsung Internet;Android;Samsung;Mar
P000669;34696;92;Mobile Safari;iOS;iPhone;Mar
P000670;34697;59.5;Mobile Safari;WKWebView;iOS;Mar
P000671;34691;148.9;Samsung Internet;Android;Samsung;Mar
P000672;34694;188;Mobile Safari;iOS;iPhone;Mar
P000673;34699;84.5;Mobile Safari;iOS;iPhone;Mar
P000674;34674;104;Firefox;Windows;other;Mar
P000675;34701;110.1;Chrome Mobile iOS;iOS;iPhone;Mar
P000676;34704;82.5;Mobile Safari;WKWebView;iOS;Mar
P000677;34700;69.3;Chrome Mobile;Android;other;Mar
P000678;34704;82.5;Mobile Safari;WKWebView;iOS;Mar
P000679;34710;109.8;Mobile Safari;WKWebView;iOS;Mar
P000680;34711;51.3;Chrome;Windows;other;Mar
P000681;34713;143.5;Mobile Safari;iOS;iPhone;Mar
P000682;34714;158.3;Chrome Mobile;Android;other;Mar
P000683;34517;102.4;Chrome Mobile iOS;iOS;iPhone;Mar
P000684;34712;115.1;Mobile Safari;iOS;iPhone;Mar
P000685;34715;229;Chrome;Windows;other;Mar
P000686;34238;61.6;Edge;Windows;other;Mar
P000687;34716;199;Safari;Mac OS X;other;Mar
P000688;34709;100.5;Chrome;Windows;other;Mar
P000689;34682;99.6;Chrome Mobile;Android;other;Mar
P000690;34673;90;Chrome;Windows;other;Mar
P000691;34719;230.6;Chrome;Windows;other;Mar
P000692;34718;177.5;Mobile Safari;WKWebView;iOS;Mar
P000693;34724;139.8;Chrome;Windows;other;Mar
P000694;34722;99;Chrome;Mac OS X;other;Mar
P000695;34720;70.8;Chrome;Windows;other;Mar
P000696;34651;58.1;Chrome Mobile;Android;other;Mar
P000697;34729;116.9;Mobile Safari;iOS;iPhone;Mar
P000698;34738;50.8;Chrome;Mac OS X;other;Mar
P000699;34737;133.1;Chrome Mobile;Android;other;Mar
P000700;34739;73;Chrome;Windows;other;Mar
P000701;34635;75.8;Chrome Mobile;Android;other;Mar
P000702;34720;67.8;Chrome;Windows;other;Mar
P000703;34741;100.8;Facebook;Android;other;Mar
P000704;34735;153.8;Safari;Mac OS X;other;Mar
P000705;34732;130;Firefox;Mac OS X;other;Mar
P000706;34747;120;Mobile Safari;iOS;iPhone;Mar
P000707;34591;134.8;Mobile Safari;iOS;iPhone;Mar
P000708;34744;179.3;Chrome;Windows;other;Mar
P000709;34754;87;Chrome;Windows;other;Mar
P000710;34756;99;Safari;Mac OS X;other;Mar
P000711;34752;88;Chrome;Android;other;Mar
P000712;34758;113.5;Chrome;Mac OS X;other;Mar
P000713;34753;63.6;Mobile Safari;iOS;iPhone;Mar
P000714;34750;75;Edge;Windows;other;Mar
P000715;34757;54.2;Chrome Mobile;Android;other;Mar
P000716;34765;51;Firefox;Mac OS X;other;Mar
P000717;34760;67.7;Safari;Mac OS X;other;Mar
P000718;34762;54.2;Safari;Mac OS X;other;Mar
P000719;34742;66;Mobile Safari;iOS;iPhone;Mar
P000720;34766;80.3;Facebook;Android;Samsung;Mar
P000721;34761;102.6;Chrome Mobile;Android;other;Mar
P000722;34764;57.6;Edge;Windows;other;Mar
P000723;34767;64.5;Chrome Mobile;Android;other;Mar
P000724;34773;84;Chrome;Windows;other;Mar
P000725;34774;169;Mobile Safari;iOS;iPhone;Mar
P000726;34769;134.5;Mobile Safari;iOS;iPhone;Mar
P000727;34749;78;Mobile Safari;iOS;iPhone;Mar
P000728;34763;69;Chrome Mobile;Android;other;Mar
P000729;34777;58;Mobile Safari;iOS;iPhone;Mar
P000730;34731;97;Chrome Mobile iOS;iOS;iPhone;Mar
P000731;34780;138;Chrome;Windows;other;Mar
P000732;34782;92.6;Chrome Mobile;Android;other;Mar
P000733;34790;94.2;Chrome;Windows;other;Mar
P000734;34781;73;Chrome Mobile;Android;other;Mar
P000735;34789;63;Mobile Safari;iOS;iPhone;Mar
P000736;34784;54;Chrome;Windows;other;Mar
P000737;34793;69;Mobile Safari;iOS;iPhone;Mar
P000738;34792;80;Mobile Safari;iOS;iPhone;Mar
P000739;34796;151.8;Mobile Safari;iOS;iPhone;Mar
P000740;34804;54.2;Chrome;Windows;other;Mar
P000741;34683;79;Samsung Internet;Android;Samsung;Mar
P000742;34289;59.8;Chrome;Windows;other;Mar
P000743;34798;155.5;Safari;Mac OS X;other;Mar
P000744;34788;89.5;Chrome;Windows;other;Mar
P000745;34776;59;Chrome;Windows;other;Mar
P000746;34799;50.8;Chrome Mobile;Android;other;Mar
P000747;34797;76;Chrome;Windows;other;Mar
P000748;34775;89.1;Chrome;Windows;other;Mar
P000749;33910;61;Chrome;Windows;other;Mar
P000750;34800;73.7;Samsung Internet;Android;Samsung;Mar
P000751;34812;54.5;Chrome Mobile;Android;other;Mar
P000752;34810;54;Chrome Mobile;Android;other;Mar
P000753;34803;63.8;Chrome Mobile;Android;other;Mar
P000754;34814;91.6;Mobile Safari;iOS;iPhone;Mar
P000755;34808;201;Chrome;Windows;other;Mar
P000756;34145;122.2;Chrome;Windows;other;Mar
P000757;34821;72.5;Mobile Safari;iOS;iPhone;Mar
P000758;34817;292.1;Mobile Safari;iOS;iPhone;Mar
P000759;34826;144.2;Mobile Safari;iOS;iPhone;Mar
P000760;34824;59.6;Mobile Safari;iOS;iPhone;Mar
P000761;34825;57.8;Chrome Mobile;Android;other;Mar
P000762;34827;193.6;Chrome;Windows;other;Mar
P000763;34771;72.4;Chrome;Mac OS X;other;Mar
P000764;34833;70.5;Chrome Mobile;Android;other;Mar
P000765;34835;59.5;Chrome;Windows;other;Mar
P000766;34830;58;Chrome Mobile;Android;other;Mar
P000767;34265;63.3;Mobile Safari;iOS;iPhone;Mar
P000768;34806;70.3;Chrome;Windows;other;Mar
P000769;34832;132;Chrome;Windows;other;Mar
P000770;34819;51;Mobile Safari;WKWebView;iOS;Mar
P000771;34831;109.9;Safari;Mac OS X;other;Mar
P000772;34838;122;Chrome Mobile;Android;other;Mar
P000773;34661;50.7;Mobile Safari;iOS;iPhone;Mar
P000774;34842;82;Chrome;Windows;other;Mar
P000775;34829;276.5;Chrome;Windows;other;Mar
P000776;34843;129;Edge;Windows;other;Mar
P000777;34848;218.7;Safari;Mac OS X;other;Mar
P000778;34845;58;Facebook;Android;Samsung;Mar
P000779;34402;53.3;Chrome Mobile;Android;other;Mar
P000780;34847;115.7;Mobile Safari;iOS;iPhone;Mar
P000781;34849;51.5;Chrome;Windows;other;Mar
P000782;34851;102.3;Chrome Mobile iOS;iOS;iPad;Mar
P000783;34024;151.1;Chrome;Windows;other;Mar
P000784;34850;78.2;Chrome;Windows;other;Mar
P000785;34834;75.3;Mobile Safari;iOS;iPhone;Mar
P000786;34844;202.6;Chrome;Windows;other;Mar
P000787;34841;83.6;Safari;Mac OS X;other;Mar
P000788;34846;235.5;Chrome;Windows;other;Mar
P000789;34836;88.5;Facebook;Android;other;Mar
P000790;34856;105.6;Chrome;Mac OS X;other;Mar
P000791;34853;50.8;Chrome Mobile;Android;other;Mar
P000792;34815;56;Mobile Safari;iOS;iPhone;Mar
P000793;34321;79.7;Chrome;Windows;other;Mar
P000794;34432;58;Chrome;Windows;other;Mar
P000795;34869;54.5;Chrome;Windows;other;Mar
P000796;34864;69.5;Chrome;Windows;other;Mar
P000797;34555;58.5;Chrome Mobile;Android;other;Mar
P000798;34759;62.3;Chrome;Windows;other;Mar
P000799;34839;173.3;Chrome;Windows;other;Mar
P000800;34854;109;Samsung Internet;Android;Samsung;Mar
P000801;34865;109.3;Chrome;Windows;other;Mar
P000802;34863;50.7;Chrome Mobile;Android;other;Mar
P000803;34868;84;Chrome Mobile;Android;other;Mar
P000804;34703;215.6;Chrome Mobile iOS;iOS;iPhone;Mar
P000805;34813;65;Chrome;Windows;other;Mar
P000806;34873;151;Mobile Safari;iOS;iPhone;Mar
P000807;34875;81.9;Mobile Safari;iOS;iPhone;Mar
P000808;34541;97.3;Chrome Mobile;Android;other;Mar
P000809;34872;126;Chrome Mobile;Android;other;Mar
P000810;34883;89;Chrome;Windows;other;Mar
P000811;34879;75;Chrome Mobile;Android;other;Mar
P000812;34878;59.5;Chrome Mobile;Android;other;Mar
P000813;34791;68.7;Chrome;Windows;other;Mar
P000814;34855;239.1;Chrome;Windows;other;Mar
P000815;34688;110.3;Chrome;Windows;other;Mar
P000816;34888;73;Mobile Safari;iOS;iPhone;Mar
P000817;34881;144.5;Chrome;Windows;other;Mar
P000818;34886;68.6;Safari;Mac OS X;other;Mar
P000819;34885;119.5;Chrome Mobile;Android;other;Mar
P000820;34893;171.6;Chrome;Mac OS X;other;Mar
P000821;34898;62.5;Chrome Mobile;Android;other;Mar
P000822;34903;70;Chrome;Windows;other;Mar
P000823;34897;60;Chrome;Windows;other;Mar
P000824;34884;83.3;Chrome;Windows;other;Mar
P000825;34900;107.1;Chrome;Windows;other;Mar
P000826;34896;55.8;Mobile Safari;iOS;iPhone;Mar
P000827;34887;110;Chrome;Windows;other;Mar
P000828;34169;57.6;Chrome;Windows;other;Mar
P000829;34905;87.1;Mobile Safari;iOS;iPhone;Mar
P000830;34914;75;Chrome;Windows;other;Mar
P000831;34917;84;Mobile Safari;iOS;iPhone;Mar
P000832;34923;53;Chrome;Windows;other;Mar
P000833;34922;82.5;Mobile Safari;WKWebView;iOS;Mar
P000834;34916;51.6;Chrome;Windows;other;Mar
P000835;34910;100;Chrome;Windows;other;Mar
P000836;34925;155.5;Chrome;Windows;other;Mar
P000837;34911;50.7;Chrome Mobile;Android;other;Mar
P000838;34920;107;Mobile Safari;WKWebView;iOS;Mar
P000839;34932;59;Chrome;Windows;other;Mar
P000840;34939;52;Facebook;Android;LG;Mar
P000841;34938;69.8;Chrome Mobile;Android;other;Mar
P000842;34907;134;Chrome Mobile;Android;other;Mar
P000843;34934;110.6;Chrome;Windows;other;Mar
P000844;34936;60.7;Chrome Mobile;Android;other;Mar
P000845;34908;110.6;Chrome;Mac OS X;other;Mar
P000846;34933;59.5;Chrome;Windows;other;Mar
P000847;34876;162;Chrome;Windows;other;Mar
P000848;34940;254;Chrome;Windows;other;Mar
P000849;34941;137;Safari;Mac OS X;other;Mar
P000850;34944;83;Chrome;Windows;other;Mar
P000851;34945;96.5;Opera;Windows;other;Mar
P000852;34951;69.3;Safari;Mac OS X;other;Mar
P000853;34954;50.6;Chrome;Mac OS X;other;Mar
P000854;34949;59.5;Mobile Safari;iOS;iPhone;Mar
P000855;34955;87;Safari;Mac OS X;other;Mar
P000856;34946;59;Samsung Internet;Android;Samsung;Mar
P000857;34899;92.5;Mobile Safari;iOS;iPhone;Mar
P000858;34953;72;Mobile Safari;iOS;iPhone;Mar
P000859;34950;165;Chrome;Windows;other;Mar
P000860;34926;98.5;Chrome;Windows;other;Mar
P000861;34957;98.2;Chrome;Windows;other;Mar
P000862;34959;102.6;Chrome;Windows;other;Mar
P000863;34965;72.5;Edge;Windows;other;Mar
P000864;34970;76.8;Chrome;Windows;other;Mar
P000865;34968;106;Mobile Safari;iOS;iPhone;Mar
P000866;34962;231;Facebook;Android;other;Mar
P000867;34931;60.5;Chrome Mobile;Android;other;Mar
P000868;34967;58;Chrome Mobile;Android;other;Mar
P000869;33663;213.6;Chrome;Windows;other;Mar
P000870;34964;160;Facebook;iOS;iPhone;Mar
P000871;34963;87.5;Mobile Safari;iOS;iPhone;Mar
P000872;34972;97;Chrome Mobile;Android;other;Mar
P000873;34943;110;Mobile Safari;iOS;iPhone;Mar
P000874;34969;76.1;Chrome;Windows;other;Mar
P000875;34974;99.2;Mobile Safari;iOS;iPhone;Mar
P000876;34486;58.6;Chrome Mobile;Android;other;Mar
P000877;34906;118.6;Chrome;Windows;other;Mar
P000878;34545;53.3;Chrome Mobile iOS;iOS;iPhone;Mar
P000879;34975;84.1;Facebook;Android;Samsung;Mar
P000880;34977;52;Chrome Mobile iOS;iOS;iPad;Mar
P000881;34989;91;Chrome Mobile;Android;other;Mar
P000882;34937;73.7;Chrome;Windows;other;Mar
P000883;34990;151;Chrome Mobile;Android;other;Mar
P000884;34960;53.3;Chrome;Windows;other;Mar
P000885;34985;132.3;Mobile Safari;iOS;iPhone;Mar
P000886;34993;64;Chrome Mobile;Android;other;Mar
P000887;34958;71.8;Chrome;Windows;other;Mar
P000888;34995;50.1;Chrome Mobile;Android;other;Mar
P000889;34973;246.8;Chrome;Mac OS X;other;Mar
P000890;34991;127.4;Chrome Mobile;Android;other;Mar
P000891;34982;73.2;Chrome;Windows;other;Mar
P000892;34992;62.3;Chrome;Windows;other;Mar
P000893;35010;59;Chrome;Windows;other;Mar
P000894;34997;75;Chrome Mobile;Android;other;Mar
P000895;34988;101;Mobile Safari;iOS;iPad;Mar
P000896;34486;115.2;Chrome Mobile;Android;other;Mar
P000897;34969;50.8;Chrome;Windows;other;Mar
P000898;35013;100.8;Chrome Mobile;Android;other;Mar
P000899;35004;149.8;Edge;Windows;other;Mar
P000900;35016;163;Chrome;Windows;other;Mar
P000901;35001;50.3;Chrome;Windows;other;Mar
P000902;35015;60;Chrome;Windows;other;Mar
P000903;35011;152.5;Chrome;Windows;other;Mar
P000904;35008;151;Facebook;Android;other;Mar
P000905;35020;92.8;Mobile Safari;iOS;iPhone;Mar
P000906;34999;217;Chrome;Windows;other;Mar
P000907;35022;85;Chrome;Windows;other;Mar
P000908;35002;69.2;Chrome Mobile;Android;other;Mar
P000909;35024;77.3;Mobile Safari;iOS;iPhone;Mar
P000910;35021;61;Chrome;Windows;other;Mar
P000911;35006;76.2;Chrome;Windows;other;Mar
P000912;35005;129.7;Mobile Safari;iOS;iPad;Mar
P000913;35023;56.5;Chrome Mobile;Android;XiaoMi;Mar
P000914;34969;67;Chrome;Windows;other;Mar
P000915;35028;51.2;Chrome;Windows;other;Mar
P000916;35033;67;Mobile Safari;WKWebView;iOS;Mar
P000917;35034;53.8;Chrome;Windows;other;Mar
P000918;35032;130.5;Mobile Safari;iOS;iPhone;Mar
P000919;35000;80;Chrome Mobile;Android;Lenovo;Mar
P000920;34499;109.5;Mobile Safari;iOS;iPhone;Mar
P000921;35025;59;Chrome;Windows;other;Mar
P000922;35042;55.5;Chrome;Windows;other;Mar
P000923;35037;101;Chrome Mobile;Android;other;Mar
P000924;35052;82.6;Safari;Mac OS X;other;Mar
P000925;35029;70;Chrome;Windows;other;Mar
P000926;34918;67;Chrome;Mac OS X;other;Mar
P000927;34876;107.6;Chrome;Windows;other;Mar
P000928;34981;155.3;Mobile Safari;WKWebView;iOS;Mar
P000929;35048;119;Chrome;Windows;other;Mar
P000930;34837;59.5;Chrome;Windows;other;Mar
P000931;35058;57.3;Chrome Mobile;Android;other;Mar
P000932;35049;73.1;Chrome Mobile;Android;other;Mar
P000933;35027;66.3;Chrome;Windows;other;Mar
P000934;35061;186.5;Chrome;Windows;other;Mar
P000935;35060;213.2;Chrome;Windows;other;Mar
P000936;35055;58;Chrome Mobile;Android;other;Mar
P000937;34947;80.8;Chrome;Windows;other;Mar
P000938;35064;56.8;Facebook;Android;other;Mar
P000939;35018;61.5;Chrome;Windows;other;Mar
P000940;35065;187.5;Mobile Safari;iOS;iPhone;Mar
P000941;35069;147.5;Mobile Safari;iOS;iPhone;Mar
P000942;35040;173.5;Chrome;Windows;other;Mar
